v5.5_gene	v5.3.1	v5.5	v6
Cre11.g467569	g11498.t1	Cre11.g467569.t1.1	ChCC-v11023120m.g
Cre11.g467570	g11499.t1	Cre11.g467570.t1.1	
Cre11.g467571	g11500.t1	Cre11.g467571.t1.1	
Cre11.g467572	g11501.t1	Cre11.g467572.t1.1	ChCC-v11023125m.g
Cre11.g467573	g11502.t1	Cre11.g467573.t1.1	ChCC-v11023126m.g
Cre11.g467574	g11503.t1	Cre11.g467574.t2.1	ChCC-v11023128m.g
Cre11.g467575	g11504.t1	Cre11.g467575.t2.1	ChCC-v11023131m.g
Cre11.g467576	g11505.t1	Cre11.g467576.t2.1	ChCC-v11023132m.g
Cre11.g467577	g11506.t1	Cre11.g467577.t1.1	ChCC-v11023133m.g
Cre11.g467578	g11507.t1	Cre11.g467578.t1.1	ChCC-v11023136m.g
Cre11.g467579	g11509.t1	Cre11.g467579.t1.1	ChCC-v11023137m.g
Cre11.g467580	g11510.t1	Cre11.g467580.t1.1	ChCC-v11023139m.g
Cre11.g467581	g11511.t1	Cre11.g467581.t2.1	ChCC-v11023142m.g
Cre11.g467582	g11512.t1	Cre11.g467582.t1.1	ChCC-v11023145m.g
Cre11.g467583	g11513.t1	Cre11.g467583.t1.1	ChCC-v11023149m.g
Cre11.g467584	g11514.t1	Cre11.g467584.t1.1	ChCC-v11023151m.g
Cre11.g467585	g11515.t1	Cre11.g467585.t2.1	
Cre11.g467586	g11516.t1	Cre11.g467586.t1.1	ChCC-v11023156m.g
Cre11.g467587	g11517.t1	Cre11.g467587.t1.1	
Cre11.g467588	g11518.t1	Cre11.g467588.t1.1	ChCC-v11023172m.g
Cre11.g467589	g11519.t1	Cre11.g467589.t1.1	ChCC-v11023173m.g
Cre11.g467590	g11520.t1	Cre11.g467590.t1.1	ChCC-v11023176m.g
Cre11.g467591	g11521.t1	Cre11.g467591.t1.1	ChCC-v11023178m.g
Cre11.g467592	g11522.t1	Cre11.g467592.t1.1	ChCC-v11023181m.g
Cre11.g467593	g11523.t1	Cre11.g467593.t1.1	ChCC-v11023184m.g
Cre11.g467594	g11524.t1	Cre11.g467594.t1.1	ChCC-v11023185m.g
Cre11.g467595	g11525.t1	Cre11.g467595.t1.1	ChCC-v11023186m.g
Cre11.g467596	g11526.t1	Cre11.g467596.t1.1	ChCC-v11023188m.g
Cre11.g467597	g11527.t1	Cre11.g467597.t1.1	ChCC-v11023192m.g
Cre11.g467598	g11528.t1	Cre11.g467598.t1.1	ChCC-v11023195m.g
Cre11.g467599	g11529.t1	Cre11.g467599.t1.1	ChCC-v11023197m.g
Cre11.g467601	g11530.t1	Cre11.g467601.t1.1	ChCC-v11023198m.g
Cre11.g467602	g11531.t1	Cre11.g467602.t1.1	
Cre11.g467603	g11532.t1	Cre11.g467603.t1.1	ChCC-v11023201m.g
Cre11.g467604	g11533.t1	Cre11.g467604.t1.1	ChCC-v11023204m.g
Cre11.g467605	g11534.t1	Cre11.g467605.t1.1	ChCC-v11023209m.g
Cre11.g467606	g11535.t1	Cre11.g467606.t1.1	
Cre11.g467607	g11536.t1	Cre11.g467607.t1.1	ChCC-v11023211m.g
Cre11.g467608	g11537.t1	Cre11.g467608.t2.1	ChCC-v11023217m.g
Cre11.g467609	g11539.t1	Cre11.g467609.t1.1	ChCC-v11023225m.g
Cre11.g467610	g11540.t1	Cre11.g467610.t1.1	ChCC-v11023227m.g
Cre11.g467611	g11541.t1	Cre11.g467611.t1.1	ChCC-v11023228m.g
Cre11.g467612	g11542.t1	Cre11.g467612.t1.1	ChCC-v11023229m.g
Cre11.g467613	g11543.t1	Cre11.g467613.t1.1	ChCC-v11023234m.g
Cre11.g467614	g11544.t1	Cre11.g467614.t1.1	
Cre11.g467615	g11545.t1	Cre11.g467615.t1.1	ChCC-v11023239m.g
Cre11.g467616	g11546.t1	Cre11.g467616.t1.1	ChCC-v11023240m.g
Cre11.g467617	g11547.t1	Cre11.g467617.t1.1	ChCC-v11023241m.g
Cre11.g467618	g11548.t1	Cre11.g467618.t1.1	ex.Cre11.g467618.t1.1.g
Cre11.g467619	g11549.t1	Cre11.g467619.t1.1	ex.Cre11.g467619.t1.1.g
Cre11.g467620	g11550.t1	Cre11.g467620.t1.1	ChCC-v11023243m.g
Cre11.g467621	g11552.t1	Cre11.g467621.t2.1	
Cre11.g467622	g11553.t1	Cre11.g467622.t1.1	ChCC-v11023245m.g
Cre11.g467623	g11554.t1	Cre11.g467623.t1.1	ChCC-v11023249m.g
Cre11.g467624	g11555.t1	Cre11.g467624.t1.1	ChCC-v11023251m.g
Cre11.g467626	g11556.t1	Cre11.g467626.t1.1	ChCC-v11023253m.g
Cre11.g467627	g11557.t1	Cre11.g467627.t1.1	ChCC-v11023258m.g
Cre11.g467628	g11558.t1	Cre11.g467628.t1.1	ChCC-v11023259m.g
Cre11.g467629	g11559.t1	Cre11.g467629.t2.1	ChCC-v11023260m.g
Cre11.g467630	g11560.t1	Cre11.g467630.t2.1	ChCC-v11023269m.g
Cre11.g467631	g11561.t1	Cre11.g467631.t2.1	ChCC-v11023270m.g
Cre11.g467632	g11562.t1	Cre11.g467632.t1.1	ChCC-v11023273m.g
Cre11.g467633	g11563.t1	Cre11.g467633.t1.1	ChCC-v11023279m.g
Cre11.g467634	g11564.t1	Cre11.g467634.t1.1	ChCC-v11023282m.g
Cre11.g467635	g11565.t1	Cre11.g467635.t1.1	ChCC-v11023287m.g
Cre11.g467636	g11566.t1	Cre11.g467636.t1.1	ChCC-v11023288m.g
Cre11.g467637	g11567.t1	Cre11.g467637.t1.1	ChCC-v11023291m.g
Cre11.g467638	g11568.t1	Cre11.g467638.t1.1	ChCC-v11023292m.g
Cre11.g467639	g11569.t1	Cre11.g467639.t1.1	ChCC-v11023293m.g
Cre11.g467640	g11570.t1	Cre11.g467640.t1.1	ChCC-v11023294m.g
Cre11.g467641	g11572.t1	Cre11.g467641.t1.1	ChCC-v11023296m.g
Cre11.g467642	g11573.t1	Cre11.g467642.t1.1	ChCC-v11023297m.g
Cre11.g467643	g11574.t1	Cre11.g467643.t1.1	ChCC-v11023298m.g
Cre11.g467644	g11575.t1	Cre11.g467644.t1.1	ChCC-v11023299m.g
Cre11.g467645	g11576.t1	Cre11.g467645.t1.1	
Cre11.g467646	g11577.t1	Cre11.g467646.t1.1	
Cre11.g467647	g11578.t1	Cre11.g467647.t1.1	ChCC-v11023305m.g
Cre11.g467648	g11579.t1	Cre11.g467648.t1.1	ChCC-v11023306m.g
Cre11.g467649	g11580.t1	Cre11.g467649.t1.1	ChCC-v11023308m.g
Cre11.g467651	g11581.t1	Cre11.g467651.t1.1	ChCC-v11023310m.g
Cre11.g467652	g11582.t1	Cre11.g467652.t1.1	ChCC-v11023314m.g
Cre11.g467653	g11583.t1	Cre11.g467653.t1.1	ChCC-v11023315m.g
Cre11.g467654	g11584.t1	Cre11.g467654.t3.1	ChCC-v11023317m.g
Cre11.g467655	g11585.t1	Cre11.g467655.t1.1	ChCC-v11023319m.g
Cre11.g467656	g11586.t1	Cre11.g467656.t1.1	ChCC-v11023320m.g
Cre11.g467657	g11587.t1	Cre11.g467657.t1.1	ChCC-v11023322m.g
Cre11.g467658	g11588.t1	Cre11.g467658.t1.1	ChCC-v11023324m.g
Cre11.g467659	g11589.t1	Cre11.g467659.t1.1	ChCC-v11023329m.g
Cre11.g467660	g11590.t1	Cre11.g467660.t1.1	ChCC-v11023330m.g
Cre11.g467661	g11591.t1	Cre11.g467661.t1.1	ChCC-v11023331m.g
Cre11.g467662	g11592.t1	Cre11.g467662.t1.1	ChCC-v11023332m.g
Cre11.g467663	g11593.t1	Cre11.g467663.t1.1	ChCC-v11023339m.g
Cre11.g467664	g11594.t1	Cre11.g467664.t1.1	ChCC-v11023343m.g
Cre11.g467665	g11595.t1	Cre11.g467665.t1.1	ChCC-v11023346m.g
Cre11.g467666	g11596.t1	Cre11.g467666.t1.1	ChCC-v11023350m.g
Cre11.g467667	g11597.t1	Cre11.g467667.t1.1	ChCC-v11023352m.g
Cre11.g467668	g11598.t1	Cre11.g467668.t1.1	ChCC-v11023353m.g
Cre11.g467669	g11599.t1	Cre11.g467669.t1.1	ChCC-v11023354m.g
Cre11.g467670	g11600.t1	Cre11.g467670.t1.1	ChCC-v11023358m.g
Cre11.g467671	g11601.t1	Cre11.g467671.t1.1	ChCC-v11023359m.g
Cre11.g467672	g11602.t1	Cre11.g467672.t1.1	ChCC-v11023362m.g
Cre11.g467673	g11603.t1	Cre11.g467673.t1.1	ChCC-v11023364m.g
Cre11.g467674	g11604.t1	Cre11.g467674.t1.1	ChCC-v11023366m.g
Cre11.g467675	g11605.t1	Cre11.g467675.t1.1	ChCC-v11023367m.g
Cre11.g467676	g11606.t1	Cre11.g467676.t1.1	
Cre11.g467677	g11607.t1	Cre11.g467677.t1.1	ChCC-v11023373m.g
Cre11.g467678	g11608.t1	Cre11.g467678.t1.1	ChCC-v11023375m.g
Cre11.g467679	g11609.t1	Cre11.g467679.t1.1	ChCC-v11023377m.g
Cre11.g467680	g11610.t1	Cre11.g467680.t1.1	ChCC-v11023378m.g
Cre11.g467681	g11611.t1	Cre11.g467681.t1.1	ChCC-v11023380m.g
Cre11.g467682	g11612.t1	Cre11.g467682.t1.1	ChCC-v11023383m.g
Cre11.g467683	g11613.t1	Cre11.g467683.t1.1	ChCC-v11023384m.g
Cre11.g467684	g11614.t1	Cre11.g467684.t1.1	ChCC-v11023385m.g
Cre11.g467685	g11615.t1	Cre11.g467685.t1.1	ChCC-v11023389m.g
Cre11.g467686	g11616.t1	Cre11.g467686.t1.1	ChCC-v11023390m.g
Cre11.g467687	g11617.t1	Cre11.g467687.t1.1	ChCC-v11023391m.g
Cre11.g467688	g11618.t1	Cre11.g467688.t2.1	ChCC-v11023392m.g
Cre11.g467689	g11619.t1	Cre11.g467689.t1.1	ChCC-v11023393m.g
Cre01.g052450	g1162.t1	Cre01.g052450.t1.1	ChCC-v11002541m.g
Cre11.g467690	g11620.t1	Cre11.g467690.t1.1	ChCC-v11023399m.g
Cre11.g467691	g11621.t1	Cre11.g467691.t1.1	ChCC-v11023400m.g
Cre11.g467692	g11622.t1	Cre11.g467692.t1.1	ChCC-v11023402m.g
Cre11.g467693	g11623.t1	Cre11.g467693.t1.1	ChCC-v11023405m.g
Cre11.g467694	g11625.t1	Cre11.g467694.t2.1	
Cre11.g467695	g11626.t1	Cre11.g467695.t1.1	ChCC-v11023411m.g
Cre11.g467696	g11627.t1	Cre11.g467696.t2.1	ChCC-v11023413m.g
Cre11.g467697	g11628.t1	Cre11.g467697.t1.1	
Cre11.g467698	g11629.t1	Cre11.g467698.t1.1	ChCC-v11023416m.g
Cre11.g467699	g11630.t1	Cre11.g467699.t1.1	ChCC-v11023417m.g
Cre11.g467701	g11631.t1	Cre11.g467701.t1.1	ChCC-v11023421m.g
Cre11.g467702	g11632.t1	Cre11.g467702.t1.1	ChCC-v11023420m.g
Cre11.g467703	g11633.t1	Cre11.g467703.t1.1	ChCC-v11023422m.g
Cre11.g467704	g11634.t1	Cre11.g467704.t1.1	ChCC-v11023423m.g
Cre11.g467705	g11635.t1	Cre11.g467705.t1.1	ChCC-v11023425m.g
Cre11.g467706	g11636.t1	Cre11.g467706.t1.1	ChCC-v11023427m.g
Cre11.g467707	g11637.t1	Cre11.g467707.t1.1	ChCC-v11023429m.g
Cre11.g467708	g11638.t1	Cre11.g467708.t2.1	ChCC-v11023431m.g
Cre11.g467709	g11639.t1	Cre11.g467709.t1.1	
Cre11.g467710	g11640.t1	Cre11.g467710.t2.1	ChCC-v11023434m.g
Cre11.g467711	g11641.t1	Cre11.g467711.t3.1	ChCC-v11023436m.g
Cre11.g467712	g11642.t1	Cre11.g467712.t1.1	ChCC-v11023437m.g
Cre11.g467713	g11643.t1	Cre11.g467713.t1.1	
Cre11.g467714	g11644.t1	Cre11.g467714.t1.1	
Cre11.g467715	g11645.t1	Cre11.g467715.t1.1	
Cre11.g467716	g11646.t1	Cre11.g467716.t1.1	ChCC-v11025287m.g
Cre11.g467717	g11647.t1	Cre11.g467717.t1.1	
Cre11.g467718	g11648.t1	Cre11.g467718.t1.1	
Cre11.g467719	g11649.t1	Cre11.g467719.t1.1	ChCC-v11023740m.g
Cre01.g052601	g1165.t1	Cre01.g052601.t1.1	
Cre11.g467720	g11650.t1	Cre11.g467720.t1.1	ChCC-v11023738m.g
Cre11.g467721	g11651.t1	Cre11.g467721.t1.1	ChCC-v11023732m.g
Cre11.g467722	g11652.t1	Cre11.g467722.t1.1	ChCC-v11023726m.g
Cre11.g467723	g11653.t1	Cre11.g467723.t1.1	ChCC-v11023724m.g
Cre11.g467724	g11654.t1	Cre11.g467724.t1.1	ChCC-v11023722m.g
Cre11.g467725	g11655.t1	Cre11.g467725.t1.1	ChCC-v11023721m.g
Cre11.g467726	g11656.t1	Cre11.g467726.t1.1	ChCC-v11023718m.g
Cre11.g467727	g11657.t1	Cre11.g467727.t1.1	ChCC-v11023716m.g
Cre11.g467728	g11658.t1	Cre11.g467728.t1.1	
Cre11.g467729	g11659.t1	Cre11.g467729.t1.1	
Cre11.g467730	g11660.t1	Cre11.g467730.t3.1	ChCC-v11023712m.g
Cre11.g467731	g11661.t1	Cre11.g467731.t1.1	
Cre11.g467732	g11662.t1	Cre11.g467732.t1.1	
Cre11.g467733	g11663.t1	Cre11.g467733.t1.1	
Cre11.g467734	g11664.t1	Cre11.g467734.t1.1	
Cre11.g467735	g11665.t1	Cre11.g467735.t1.1	ChCC-v11023705m.g
Cre11.g467736	g11666.t1	Cre11.g467736.t1.1	ChCC-v11023704m.g
Cre11.g467737	g11667.t1	Cre11.g467737.t1.1	ChCC-v11023700m.g
Cre11.g467738	g11668.t1	Cre11.g467738.t1.1	ChCC-v11023696m.g
Cre11.g467739	g11669.t1	Cre11.g467739.t1.1	ChCC-v11023694m.g
Cre11.g467740	g11670.t1	Cre11.g467740.t1.1	ChCC-v11023693m.g
Cre11.g467741	g11671.t1	Cre11.g467741.t1.1	ChCC-v11023691m.g
Cre11.g467742	g11672.t1	Cre11.g467742.t1.1	ChCC-v11023690m.g
Cre11.g467743	g11673.t1	Cre11.g467743.t1.1	ChCC-v11023689m.g
Cre11.g467744	g11674.t1	Cre11.g467744.t1.1	ChCC-v11023687m.g
Cre11.g467745	g11675.t1	Cre11.g467745.t1.1	ChCC-v11023686m.g
Cre11.g467746	g11676.t1	Cre11.g467746.t1.1	ChCC-v11023685m.g
Cre11.g467747	g11677.t1	Cre11.g467747.t1.1	ChCC-v11023684m.g
Cre11.g467748	g11678.t1	Cre11.g467748.t1.1	
Cre11.g467749	g11679.t1	Cre11.g467749.t1.1	ChCC-v11023683m.g
Cre11.g467751	g11680.t1	Cre11.g467751.t1.1	ChCC-v11023681m.g
Cre11.g467752	g11681.t1	Cre11.g467752.t1.1	ChCC-v11023680m.g
Cre11.g467753	g11682.t1	Cre11.g467753.t1.1	ChCC-v11023679m.g
Cre11.g467754	g11683.t1	Cre11.g467754.t1.1	ChCC-v11023678m.g
Cre11.g467755	g11684.t1	Cre11.g467755.t1.1	ChCC-v11023677m.g
Cre11.g467756	g11685.t1	Cre11.g467756.t1.1	ChCC-v11023675m.g
Cre11.g467757	g11686.t1	Cre11.g467757.t1.1	ChCC-v11023673m.g
Cre11.g467758	g11688.t1	Cre11.g467758.t1.1	ChCC-v11023667m.g
Cre11.g467759	g11689.t1	Cre11.g467759.t1.1	ChCC-v11023666m.g
Cre11.g467760	g11690.t1	Cre11.g467760.t1.1	
Cre11.g467761	g11691.t1	Cre11.g467761.t1.1	ChCC-v11023657m.g
Cre11.g467762	g11692.t1	Cre11.g467762.t1.1	ChCC-v11023656m.g
Cre11.g467763	g11693.t1	Cre11.g467763.t1.1	
Cre11.g467764	g11694.t1	Cre11.g467764.t1.1	
Cre11.g467765	g11695.t1	Cre11.g467765.t1.1	ChCC-v11023652m.g
Cre11.g467766	g11696.t1	Cre11.g467766.t1.1	ChCC-v11023648m.g
Cre11.g467767	g11697.t1	Cre11.g467767.t1.1	ChCC-v11023645m.g
Cre11.g467768	g11698.t1	Cre11.g467768.t1.1	ChCC-v11023643m.g
Cre11.g467769	g11699.t1	Cre11.g467769.t1.1	ChCC-v11023642m.g
Cre11.g467770	g11700.t1	Cre11.g467770.t1.1	ChCC-v11023638m.g
Cre11.g467771	g11701.t1	Cre11.g467771.t1.1	
Cre11.g467772	g11702.t1	Cre11.g467772.t1.1	ChCC-v11023633m.g
Cre11.g467773	g11703.t1	Cre11.g467773.t1.1	ChCC-v11023631m.g
Cre11.g467774	g11704.t1	Cre11.g467774.t1.1	ChCC-v11023630m.g
Cre11.g467775	g11705.t1	Cre11.g467775.t1.1	ChCC-v11023629m.g
Cre11.g467776	g11706.t1	Cre11.g467776.t1.1	ChCC-v11023628m.g
Cre11.g467777	g11707.t1	Cre11.g467777.t1.1	
Cre11.g467778	g11708.t1	Cre11.g467778.t1.1	ChCC-v11023627m.g
Cre11.g467779	g11709.t1	Cre11.g467779.t1.1	ChCC-v11023625m.g
Cre11.g467780	g11710.t1	Cre11.g467780.t1.1	ChCC-v11023624m.g
Cre11.g467781	g11711.t1	Cre11.g467781.t1.1	ChCC-v11023622m.g
Cre11.g467782	g11712.t1	Cre11.g467782.t1.1	
Cre11.g467783	g11713.t1	Cre11.g467783.t1.1	ChCC-v11023617m.g
Cre11.g467784	g11714.t1	Cre11.g467784.t1.1	ChCC-v11023616m.g
Cre11.g467785	g11715.t1	Cre11.g467785.t1.1	ChCC-v11023611m.g
Cre11.g467786	g11716.t1	Cre11.g467786.t1.1	ChCC-v11023610m.g
Cre11.g467787	g11717.t1	Cre11.g467787.t1.1	
Cre11.g467788	g11718.t1	Cre11.g467788.t1.1	
Cre11.g467789	g11719.t1	Cre11.g467789.t1.1	
Cre11.g467790	g11720.t1	Cre11.g467790.t1.1	ex.ChCC-v11023607m.g
Cre11.g467791	g11721.t1	Cre11.g467791.t1.1	ChCC-v11023606m.g
Cre11.g467792	g11722.t1	Cre11.g467792.t1.1	ChCC-v11023605m.g
Cre11.g467793	g11723.t1	Cre11.g467793.t1.1	ChCC-v11023604m.g
Cre11.g467794	g11724.t1	Cre11.g467794.t1.1	ChCC-v11023602m.g
Cre11.g467795	g11725.t1	Cre11.g467795.t1.1	ChCC-v11023601m.g
Cre11.g467450	g11728.t1	Cre11.g467450.t1.1	ChCC-v11023594m.g
Cre01.g053100	g1173.t1	Cre01.g053100.t1.1	
Cre11.g467796	g11732.t1	Cre11.g467796.t1.1	
Cre11.g467650	g11733.t1	Cre11.g467650.t1.1	ChCC-v11023586m.g
Cre11.g467850	g11737.t1	Cre11.g467850.t2.1	ChCC-v11023580m.g
Cre11.g468063	g11742.t1	Cre11.g468063.t1.1	
Cre11.g468075	g11743.t1	Cre11.g468075.t2.1	
Cre11.g468350	g11750.t1	Cre11.g468350.t1.2	ChCC-v11023549m.g
Cre11.g468353	g11751.t1	Cre11.g468353.t1.1	ChCC-v11023548m.g
Cre11.g468356	g11752.t1	Cre11.g468356.t2.1	ChCC-v11023543m.g
Cre11.g468359	g11753.t1	Cre11.g468359.t1.1	ChCC-v11023540m.g
Cre11.g468362	g11754.t1	Cre11.g468362.t1.1	ChCC-v11023539m.g
Cre11.g468365	g11755.t1	Cre11.g468365.t2.1	
Cre11.g468368	g11756.t1	Cre11.g468368.t1.1	
Cre11.g468371	g11757.t1	Cre11.g468371.t1.1	
Cre11.g468374	g11758.t1	Cre11.g468374.t1.1	ChCC-v11023535m.g
Cre11.g468377	g11759.t1	Cre11.g468377.t1.1	ChCC-v11023517m.g
Cre11.g468380	g11760.t1	Cre11.g468380.t1.1	ChCC-v11023511m.g
Cre11.g468383	g11761.t1	Cre11.g468383.t1.1	ChCC-v11023508m.g
Cre11.g468400	g11762.t1	Cre11.g468400.t1.1	ChCC-v11023504m.g
Cre11.g468700	g11768.t1	Cre11.g468700.t1.2	ChCC-v11023489m.g
Cre11.g469033	g11775.t1	Cre11.g469033.t1.1	ChCC-v11023474m.g
Cre11.g469187	g11778.t1	Cre11.g469187.t1.1	ChCC-v11023471m.g
Cre11.g472226	g11793.t1	Cre11.g472226.t1.1	
Cre11.g475100	g11803.t1	Cre11.g475100.t1.2	ChCC-v11023971m.g
Cre11.g475576	g11813.t1	Cre11.g475576.t1.1	
Cre11.g475626	g11815.t1	Cre11.g475626.t1.1	ChCC-v11023987m.g
Cre11.g475650	g11816.t1	Cre11.g475650.t1.1	ChCC-v11023988m.g
Cre11.g476026	g11824.t1	Cre11.g476026.t1.1	
Cre11.g476300	g11830.t1	Cre11.g476300.t1.1	
Cre11.g476325	g11831.t1	Cre11.g476325.t1.1	
Cre11.g476351	g11832.t1	Cre11.g476351.t1.1	
Cre11.g476376	g11833.t1	Cre11.g476376.t1.1	ChCC-v11024013m.g
Cre11.g477150	g11849.t1	Cre11.g477150.t1.1	ChCC-v11024047m.g
Cre11.g477250	g11851.t1	Cre11.g477250.t1.1	ChCC-v11024052m.g
Cre11.g477450	g11855.t1	Cre11.g477450.t1.1	ChCC-v11024069m.g
Cre11.g477625	g11858.t1	Cre11.g477625.t1.1	ChCC-v11024075m.g
Cre11.g477850	g11863.t1	Cre11.g477850.t1.1	ChCC-v11024086m.g
Cre11.g478025	g11867.t1	Cre11.g478025.t1.1	
Cre11.g478050	g11868.t1	Cre11.g478050.t2.1	ChCC-v11024096m.g
Cre11.g478128	g11870.t1	Cre11.g478128.t1.1	ChCC-v11024101m.g
Cre11.g478156	g11871.t1	Cre11.g478156.t1.1	ChCC-v11024102m.g
Cre11.g478184	g11872.t1	Cre11.g478184.t1.1	ChCC-v11024104m.g
Cre11.g478212	g11873.t1	Cre11.g478212.t1.1	
Cre11.g478240	g11874.t1	Cre11.g478240.t1.1	ChCC-v11024105m.g
Cre11.g478350	g11876.t1	Cre11.g478350.t1.2	ChCC-v11024107m.g
Cre11.g478600	g11881.t1	Cre11.g478600.t1.2	ChCC-v11024113m.g
Cre11.g478626	g11882.t1	Cre11.g478626.t1.1	ChCC-v11024114m.g
Cre11.g478950	g11889.t1	Cre11.g478950.t1.2	ChCC-v11024136m.g
Cre11.g478982	g11892.t1	Cre11.g478982.t1.1	
Cre11.g479000	g11893.t1	Cre11.g479000.t1.1	ChCC-v11024140m.g
Cre01.g004926	g119.t1	Cre01.g004926.t1.1	
Cre11.g479416	g11902.t1	Cre11.g479416.t1.1	
Cre01.g053900	g1191.t1	Cre01.g053900.t1.1	ChCC-v11002601m.g
Cre11.g480132	g11920.t1	Cre11.g480132.t1.1	
Cre11.g480150	g11921.t1	Cre11.g480150.t1.2	ChCC-v11024225m.g
Cre11.g480400	g11926.t1	Cre11.g480400.t1.1	
Cre11.g480451	g11927.t1	Cre11.g480451.t1.1	ex.Cre11.g480451.t1.1.g
Cre11.g480502	g11928.t1	Cre11.g480502.t1.1	
Cre11.g480551	g11929.t1	Cre11.g480551.t1.2	ChCC-v11024244m.g
Cre11.g480700	g11932.t1	Cre11.g480700.t2.1	ChCC-v11024249m.g
Cre11.g480851	g11937.t1	Cre11.g480851.t1.1	ChCC-v11024254m.g
Cre11.g481093	g11943.t1	Cre11.g481093.t1.1	ChCC-v11024270m.g
Cre11.g481104	g11944.t1	Cre11.g481104.t1.1	ChCC-v11024271m.g
Cre11.g481115	g11945.t1	Cre11.g481115.t1.1	ChCC-v11024272m.g
Cre11.g481126	g11946.t1	Cre11.g481126.t2.1	ChCC-v11024273m.g
Cre11.g481375	g11953.t1	Cre11.g481375.t1.1	ex.Cre11.g481375.t1.1.g
Cre11.g481500	g11956.t1	Cre11.g481500.t1.2	ChCC-v11024293m.g
Cre11.g481833	g11963.t1	Cre11.g481833.t1.1	
Cre11.g481900	g11965.t1	Cre11.g481900.t1.2	ChCC-v11024312m.g
Cre11.g482001	g11967.t1	Cre11.g482001.t1.1	ChCC-v11024319m.g
Cre11.g482276	g11973.t1	Cre11.g482276.t1.1	
Cre11.g482483	g11978.t1	Cre11.g482483.t1.1	ChCC-v11024332m.g
Cre11.g482676	g11983.t1	Cre11.g482676.t1.1	
Cre11.g482800	g11986.t1	Cre11.g482800.t1.1	ChCC-v11024348m.g
Cre11.g482952	g11990.t1	Cre11.g482952.t1.1	ChCC-v11024358m.g
Cre11.g483033	g11992.t1	Cre11.g483033.t1.1	
Cre11.g483351	g11998.t1	Cre11.g483351.t1.1	ChCC-v11024372m.g
Cre12.g483476	g12001.t1	Cre12.g483476.t1.1	
Cre12.g483700	g12006.t1	Cre12.g483700.t1.2	ChCC-v11024400m.g
Cre12.g483720	g12007.t1	Cre12.g483720.t1.2	ChCC-v11024403m.g
Cre12.g483926	g12012.t1	Cre12.g483926.t1.1	
Cre12.g484050	g12015.t1	Cre12.g484050.t1.2	ChCC-v11024428m.g
Cre01.g054433	g1202.t1	Cre01.g054433.t2.1	
Cre12.g484400	g12024.t1	Cre12.g484400.t1.1	ChCC-v11024451m.g
Cre12.g484750	g12031.t1	Cre12.g484750.t1.1	ChCC-v11024462m.g
Cre12.g484834	g12033.t1	Cre12.g484834.t2.1	
Cre12.g485250	g12041.t1	Cre12.g485250.t1.1	ChCC-v11024483m.g
Cre12.g485276	g12042.t1	Cre12.g485276.t1.1	
Cre12.g485458	g12048.t1	Cre12.g485458.t1.1	
Cre12.g485600	g12052.t1	Cre12.g485600.t1.2	ChCC-v11024507m.g
Cre12.g485632	g12053.t1	Cre12.g485632.t1.2	
Cre12.g490141	g12054.t1	Cre12.g490141.t1.1	
Cre12.g494550	g12057.t1	Cre12.g494550.t2.1	ChCC-v11024568m.g
Cre12.g494252	g12064.t1	Cre12.g494252.t1.1	ChCC-v11024582m.g
Cre12.g494200	g12065.t1	Cre12.g494200.t1.1	ChCC-v11024586m.g
Cre12.g494052	g12069.t1	Cre12.g494052.t1.1	
Cre12.g493903	g12074.t1	Cre12.g493903.t2.1	ChCC-v11024606m.g
Cre12.g493200	g12086.t1	Cre12.g493200.t1.1	ChCC-v11024628m.g
Cre12.g492851	g12094.t1	Cre12.g492851.t1.1	ChCC-v11024650m.g
Cre12.g492503	g12101.t1	Cre12.g492503.t1.1	
Cre12.g492151	g12109.t1	Cre12.g492151.t1.1	ex.Cre12.g492151.t1.1.g
Cre12.g492152	g12110.t1	Cre12.g492152.t1.1	
Cre12.g492050	g12111.t1	Cre12.g492050.t1.2	ex.Cre12.g492050.t1.2.g
Cre12.g492504	g12112.t1	Cre12.g492504.t1.1	
Cre12.g492954	g12113.t1	Cre12.g492954.t1.1	ChCC-v11024687m.g
Cre12.g493404	g12114.t1	Cre12.g493404.t1.1	ChCC-v11024690m.g
Cre12.g493854	g12115.t2	Cre12.g493854.t1.1	
Cre12.g495175	g12124.t1	Cre12.g495175.t1.1	ChCC-v11024547m.g
Cre12.g495138	g12125.t1	Cre12.g495138.t1.1	ChCC-v11024548m.g
Cre12.g495701	g12135.t1	Cre12.g495701.t1.1	ex.Cre12.g495701.t1.1.g
Cre12.g495952	g12142.t1	Cre12.g495952.t1.1	
Cre12.g495953	g12143.t1	Cre12.g495953.t1.1	ChCC-v11024692m.g
Cre12.g495954	g12144.t1	Cre12.g495954.t1.1	
Cre12.g495955	g12145.t1	Cre12.g495955.t1.1	
Cre12.g495956	g12146.t1	Cre12.g495956.t1.1	ChCC-v11024700m.g
Cre12.g495957	g12147.t1	Cre12.g495957.t1.1	
Cre12.g495958	g12148.t1	Cre12.g495958.t1.1	
Cre12.g495959	g12149.t1	Cre12.g495959.t1.1	
Cre12.g491951	g12151.t1	Cre12.g491951.t2.1	ex.Cre12.g491951.t1.1.g
Cre12.g491952	g12152.t1	Cre12.g491952.t2.1	ChCC-v11024720m.g
Cre12.g491600	g12153.t1	Cre12.g491600.t1.1	ChCC-v11024724m.g
